"2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5cc48065: startup date [Tue Oct 03 14:56:25 KRAT 2017]; root of context hierarchy
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - Looking for request mappings in application context: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5cc48065: startup date [Tue Oct 03 14:56:25 KRAT 2017]; root of context hierarchy
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 4 request handler methods found on class ru.danileyko.controller.DataController: {public java.lang.String ru.danileyko.controller.DataController.getStatus()={[/sshtest]}, public java.lang.String ru.danileyko.controller.DataController.getUser()={[/user]}, public java.util.List ru.danileyko.controller.DataController.getPortStatus()={[/portstatus]}, public java.util.List ru.danileyko.controller.DataController.getDevices()={[/alldev]}}
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sshtest]}" onto public java.lang.String ru.danileyko.controller.DataController.getStatus()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user]}" onto public java.lang.String ru.danileyko.controller.DataController.getUser()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/portstatus]}" onto public java.util.List<ru.danileyko.reports.ReportStatusOfPort> ru.danileyko.controller.DataController.getPortStatus()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/alldev]}" onto public java.util.List<ru.danileyko.model.Device> ru.danileyko.controller.DataController.getDevices()
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.s.w.s.m.m.a.RequestMappingHandlerMapping - 2 request handler methods found on class org.springframework.boot.autoconfigure.web.BasicErrorController: {public org.springframework.http.ResponseEntity org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)={[/error]}, public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)={[/error],produces=[text/html]}}
""2017-10-03 14:56:33 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='portStatusList_KEY', referencedColumn='null', mappedBy='null'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='devPort'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='devPort'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.CollectionBinder - Collection role: ru.danileyko.model.DevPort.portStatusList
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property portStatusList
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: ru.danileyko.model.MacCustomer
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name MacCustomer
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.EntityBinder - Bind entity ru.danileyko.model.MacCustomer on table mac_customer_v
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=id, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property id with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:id]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=change_status_date, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property changeStatusDate with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:changeStatusDate]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for changeStatusDate
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property changeStatusDate
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=created_by, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property createdBy with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:createdBy]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for createdBy
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property createdBy
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=date_created, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property dateCreated with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:dateCreated]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for dateCreated
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property dateCreated
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=date_modified, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property dateModified with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:dateModified]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for dateModified
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property dateModified
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=ip_detail_id, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property ipDetailId with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:ipDetailId]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for ipDetailId
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property ipDetailId
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=mac, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property mac with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:mac]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for mac
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property mac
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=modified_by, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property modifiedBy with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:modifiedBy]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for modifiedBy
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property modifiedBy
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=puser, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property puser with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:puser]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for puser
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property puser
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=status, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property status with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:status]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for status
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property status
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='macCustomer'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=status_list, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=null, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=element, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=status_list_key, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='statusList_KEY', referencedColumn='null', mappedBy='null'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='macCustomer'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='macCustomer'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.CollectionBinder - Collection role: ru.danileyko.model.MacCustomer.statusList
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property statusList
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(mac_customer_v), mappingColumn=type_device_id, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property typeDeviceId with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.MacCustomer:typeDeviceId]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for typeDeviceId
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property typeDeviceId
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: ru.danileyko.model.PortStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name PortStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.EntityBinder - Bind entity ru.danileyko.model.PortStatus on table hlastportstatus_v
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=id, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property id with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.PortStatus:id]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=last_adminstatus, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property adminStatus with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.PortStatus:adminStatus]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for adminStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property adminStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='IP', referencedColumn='DEVID', mappedBy=''}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='IFNAME', referencedColumn='IFNAME', mappedBy=''}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=dev_port, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property devPort
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=ifname, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property ifName with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.PortStatus:ifName]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for ifName
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property ifName
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=ip, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property ip with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.PortStatus:ip]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for ip
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property ip
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=last_indate, insertable=false, updatable=false, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property lastInDate with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.PortStatus:lastInDate]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for lastInDate
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property lastInDate
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hlastportstatus_v), mappingColumn=last_operationalstatus, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property operationalStatus with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.PortStatus:operationalStatus]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for operationalStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property operationalStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.AnnotationBinder - Binding entity from annotated class: ru.danileyko.model.ClientStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.EntityBinder - Import with entity name ClientStatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.EntityBinder - Bind entity ru.danileyko.model.ClientStatus on table hclientstatus
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hclientstatus), mappingColumn=id, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property id with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.ClientStatus:id]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property id
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hclientstatus), mappingColumn=device_ip, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property devIp with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.ClientStatus:devIp]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for devIp
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property devIp
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hclientstatus), mappingColumn=ifname, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property ifName with lazy=false
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ru.danileyko.model.ClientStatus:ifName]
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.c.annotations.SimpleValueBinder - building SimpleValue for ifName
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - Building property ifName
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG org.hibernate.cfg.Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(hclientstatus), mappingColumn=clientip, insertable=true, updatable=true, unique=false}
""2017-10-03 14:58:40 [RMI TCP Connection(3)-127.0.0.1] DEBUG o.h.cfg.annotations.PropertyBinder - MetadataSourceProcessor property ip with lazy=false
